seq_id,ct10_id,geoid,logrecno,acs_year,pop16,pop16_me,lf,lf_me,clf,clf_me,emp,emp_me,unemp,unemp_me,aflf,aflf_me,nlf,nlf_me,lf_p,lf_mep,clf_p,clf_mep,emp_p,emp_mep,unemp_p,unemp_mep,aflf_p,aflf_mep,nlf_p,nlf_mep
7528,25005631600,14000US25005631600,1045,2012-16,3198,285,2285,204,2285,204,2075,177,210,104,0,12,913,196,71.45,0.38,100,8.93,90.81,11.21,9.19,4.48,0,0.53,28.55,5.58
7529,25005631700,14000US25005631700,1046,2012-16,4993,322,3626,341,3626,341,3447,335,179,99,0,17,1367,169,72.62,4.97,100,9.4,95.06,2.33,4.94,2.69,0,0.47,27.38,2.89
7530,25005631800,14000US25005631800,1047,2012-16,5846,377,3972,390,3972,390,3763,389,209,119,0,17,1874,276,67.94,5.03,100,9.82,94.74,3.06,5.26,2.95,0,0.43,32.06,4.24
7531,25005632100,14000US25005632100,1048,2012-16,5898,234,4037,276,4037,276,3719,298,318,204,0,17,1861,227,68.45,3.81,100,6.84,92.12,3.85,7.88,5.02,0,0.42,31.55,3.64
7532,25005632200,14000US25005632200,1049,2012-16,6249,232,4475,259,4475,259,4251,254,224,149,0,17,1774,273,71.61,3.18,100,5.79,94.99,1.41,5.01,3.32,0,0.38,28.39,4.24
7533,25005633100,14000US25005633100,1050,2012-16,4398,240,2971,229,2971,229,2824,213,147,74,0,17,1427,155,67.55,3.68,100,7.71,95.05,10.25,4.95,2.46,0,0.57,32.45,3.05
7534,25005633200,14000US25005633200,1051,2012-16,5284,296,4065,312,4065,312,3952,320,113,69,0,17,1219,235,76.93,4.04,100,7.68,97.22,2.51,2.78,1.68,0,0.42,23.07,4.26
7535,25005640100,14000US25005640100,1052,2012-16,3946,335,2654,305,2654,305,2236,250,418,172,0,12,1292,291,67.26,5.21,100,11.49,84.25,13.51,15.75,6.22,0,0.45,32.74,6.83
7536,25005640200,14000US25005640200,1053,2012-16,5114,532,2962,471,2962,471,2389,414,573,208,0,17,2152,355,57.92,6.97,100,15.9,80.65,5.56,19.35,6.31,0,0.57,42.08,5.39
7537,25005640300,14000US25005640300,1054,2012-16,3047,207,1554,204,1554,204,1363,187,191,95,0,12,1493,213,51,5.73,100,13.13,87.71,3.5,12.29,5.9,0,0.77,49,6.15
7538,25005640400,14000US25005640400,1055,2012-16,2129,292,1289,212,1289,212,1106,226,183,136,0,12,840,178,60.54,5.5,100,16.45,85.8,10.4,14.2,10.29,0,0.93,39.46,6.37
7539,25005640500,14000US25005640500,1056,2012-16,4537,486,2581,386,2581,386,2135,407,446,270,0,17,1956,363,56.89,5.94,100,14.96,82.72,9.78,17.28,10.14,0,0.66,43.11,6.53
7540,25005640600,14000US25005640600,1057,2012-16,3474,387,2080,323,2080,323,1916,310,164,90,0,12,1394,223,59.87,6.48,100,15.53,92.12,4.18,7.88,4.15,0,0.58,40.13,4.61
7541,25005640700,14000US25005640700,1058,2012-16,2440,235,1500,177,1500,177,1301,154,199,79,0,12,940,199,61.48,4.19,100,11.8,86.73,0.81,13.27,5.03,0,0.8,38.52,7.26
7542,25005640800,14000US25005640800,1059,2012-16,3264,293,2216,267,2216,267,2078,247,138,83,0,12,1048,155,67.89,5.46,100,12.05,93.77,15.87,6.23,3.67,0,0.54,32.11,3.77
7543,25005640901,14000US25005640901,1060,2012-16,4053,467,2353,358,2353,358,2018,362,335,174,0,17,1700,306,58.06,5.77,100,15.21,85.76,8.15,14.24,7.07,0,0.72,41.94,5.8
7544,25005641000,14000US25005641000,1061,2012-16,1842,210,829,191,829,191,717,188,112,71,0,12,1013,172,45.01,9.01,100,23.04,86.49,10.83,13.51,7.98,0,1.45,54.99,6.92
7545,25005641101,14000US25005641101,1062,2012-16,1379,146,495,127,495,127,417,127,78,56,0,12,884,143,35.9,8.39,100,25.66,84.24,13.82,15.76,10.57,0,2.42,64.1,7.84
7546,25005641200,14000US25005641200,1063,2012-16,2451,219,1434,191,1434,191,1318,186,116,60,0,12,1017,189,58.51,5.78,100,13.32,91.91,4.29,8.09,4.04,0,0.84,41.49,6.76
7547,25005641300,14000US25005641300,1064,2012-16,3950,405,2286,401,2286,401,1850,288,436,233,0,17,1664,331,57.87,8.24,100,17.54,80.93,18.98,19.07,9.63,0,0.74,42.13,7.18
7548,25005641400,14000US25005641400,1065,2012-16,1997,252,1067,210,1067,210,837,194,230,95,0,12,930,195,53.43,8.07,100,19.68,78.44,9.6,21.56,7.83,0,1.12,46.57,7.8
7549,25005641500,14000US25005641500,1066,2012-16,1789,203,1185,208,1185,208,1123,203,62,39,0,12,604,126,66.24,8.87,100,17.55,94.77,4.09,5.23,3.16,0,1.01,33.76,5.91
7550,25005641600,14000US25005641600,1067,2012-16,1636,198,1073,209,1073,209,995,202,78,42,0,12,563,147,65.59,10.01,100,19.48,92.73,5.31,7.27,3.65,0,1.12,34.41,7.96
7551,25005641700,14000US25005641700,1068,2012-16,4326,391,2691,334,2691,334,2320,324,371,160,0,17,1635,300,62.21,5.29,100,12.41,86.21,5.52,13.79,5.69,0,0.63,37.79,6.04
7552,25005641800,14000US25005641800,1069,2012-16,1888,177,1343,141,1343,141,1211,135,132,62,0,12,545,107,71.13,3.36,100,10.5,90.17,3.38,9.83,4.5,0,0.89,28.87,4.98
7553,25005641900,14000US25005641900,1070,2012-16,1725,183,1141,187,1141,187,940,182,201,76,0,12,584,147,66.14,8.26,100,16.39,82.38,8.49,17.62,6,0,1.05,33.86,7.73
7554,25005642000,14000US25005642000,1071,2012-16,2422,262,1333,241,1333,241,1090,213,243,116,0,12,1089,217,55.04,7.97,100,18.08,81.77,6.06,18.23,8.05,0,0.9,44.96,7.52
7555,25005642100,14000US25005642100,1072,2012-16,3556,452,2259,327,2259,327,2124,339,135,134,0,12,1297,282,63.53,4.4,100,14.48,94.02,6.32,5.98,5.87,0,0.53,36.47,6.43
7556,25005642200,14000US25005642200,1073,2012-16,3227,268,1594,201,1586,202,1415,224,171,78,8,13,1633,257,49.4,4.69,99.5,1.78,89.22,8.39,10.78,4.72,0.5,0.81,50.6,6.76
7557,25005642300,14000US25005642300,1074,2012-16,1881,146,1145,122,1145,122,1073,113,72,46,0,12,736,94,60.87,4.44,100,10.66,93.71,14.04,6.29,3.96,0,1.05,39.13,3.97
7558,25005642400,14000US25005642400,1075,2012-16,2594,193,1618,180,1618,180,1494,166,124,71,0,12,976,154,62.37,5.16,100,11.12,92.34,14.52,7.66,4.3,0,0.74,37.63,5.24
7559,25005642500,14000US25005642500,1076,2012-16,4030,251,2528,203,2519,201,2403,203,116,70,9,15,1502,183,62.73,3.18,99.64,11.28,95.39,2.65,4.61,2.75,0.36,0.59,37.27,3.9
7560,25005644101,14000US25005644101,1077,2012-16,5527,260,3453,245,3453,245,3181,244,272,119,0,17,2074,311,62.48,3.32,100,7.1,92.12,2.68,7.88,3.4,0,0.49,37.52,5.34
7561,25005644102,14000US25005644102,1078,2012-16,4305,269,2613,225,2613,225,2435,210,178,73,0,17,1692,195,60.7,3.6,100,8.61,93.19,0.45,6.81,2.73,0,0.65,39.3,3.81
7562,25005644200,14000US25005644200,1079,2012-16,5652,295,3317,303,3317,303,2864,300,453,201,0,17,2335,325,58.69,4.4,100,9.13,86.34,4.43,13.66,5.93,0,0.51,41.31,5.33
7563,25005645101,14000US25005645101,1080,2012-16,3985,384,2670,428,2670,428,2413,378,257,142,0,12,1315,198,67,8.58,100,16.03,90.37,20.26,9.63,5.09,0,0.45,33,3.82
7564,25005645102,14000US25005645102,1081,2012-16,4883,285,3259,269,3227,279,3126,279,101,62,32,39,1624,188,66.74,3.9,99.02,2.55,96.87,2.15,3.13,1.9,0.98,1.19,33.26,3.32
7565,25005645103,14000US25005645103,1082,2012-16,4648,312,3302,320,3302,320,3204,320,98,70,0,17,1346,283,71.04,4.97,100,9.69,97.03,2.34,2.97,2.1,0,0.51,28.96,5.77
7566,25005646101,14000US25005646101,1083,2012-16,6228,281,3938,295,3938,295,3713,297,225,102,0,17,2290,280,63.23,3.78,100,7.49,94.29,2.64,5.71,2.55,0,0.43,36.77,4.18
7567,25005646103,14000US25005646103,1084,2012-16,4560,300,2977,337,2977,337,2786,348,191,92,0,17,1583,278,65.29,6.01,100,11.32,93.58,4.94,6.42,3,0,0.57,34.71,5.65
7568,25005646104,14000US25005646104,1085,2012-16,2415,237,1287,164,1287,164,1202,155,85,42,0,12,1128,176,53.29,4.33,100,12.74,93.4,1.85,6.6,3.15,0,0.93,46.71,5.67
7569,25005650101,14000US25005650101,1086,2012-16,4863,322,3261,328,3253,326,3031,319,222,127,8,13,1602,222,67.06,5.08,99.75,14.16,93.18,3,6.82,3.84,0.25,0.4,32.94,4.01
7570,25005650102,14000US25005650102,1087,2012-16,3864,242,2658,220,2658,220,2475,230,183,98,0,12,1206,194,68.79,3.72,100,8.28,93.12,3.93,6.88,3.64,0,0.45,31.21,4.62
7571,25005650201,14000US25005650201,1088,2012-16,2642,245,1894,191,1894,191,1716,186,178,71,0,12,748,147,71.69,2.84,100,10.08,90.6,3.6,9.4,3.63,0,0.63,28.31,4.91
7572,25005650202,14000US25005650202,1089,2012-16,1785,117,1034,111,1028,112,926,101,102,42,6,9,751,83,57.93,4.92,99.42,1.85,90.08,0.46,9.92,3.94,0.58,0.87,42.07,3.74
7573,25005650300,14000US25005650300,1090,2012-16,2803,207,1906,184,1906,184,1835,188,71,44,0,12,897,175,68,4.23,100,9.65,96.27,3.3,3.73,2.28,0,0.63,32,5.78
7574,25005650400,14000US25005650400,1091,2012-16,2844,329,1701,246,1701,246,1474,224,227,106,0,12,1143,256,59.81,5.19,100,14.46,86.65,4.04,13.35,5.93,0,0.71,40.19,7.71
7575,25005650500,14000US25005650500,1092,2012-16,2489,267,1645,229,1645,229,1446,227,199,105,0,12,844,175,66.09,5.86,100,13.92,87.9,6.38,12.1,6.16,0,0.73,33.91,6.02
7576,25005650600,14000US25005650600,1093,2012-16,2190,372,1180,378,1180,378,1082,361,98,75,0,12,1010,202,53.88,14.63,100,32.03,91.69,8.55,8.31,5.77,0,1.02,46.12,4.87
7577,25005650700,14000US25005650700,1094,2012-16,1636,228,1116,188,1116,188,985,185,131,53,0,12,520,115,68.22,6.46,100,16.85,88.26,7.33,11.74,4.32,0,1.08,31.78,5.46
7578,25005650800,14000US25005650800,1095,2012-16,2911,255,1777,208,1777,208,1652,198,125,72,0,12,1134,236,61.04,4.74,100,11.71,92.97,2.4,7.03,3.97,0,0.68,38.96,7.35
7579,25005650900,14000US25005650900,1096,2012-16,2039,179,1376,170,1376,170,1157,130,219,98,0,12,663,151,67.48,5.87,100,12.35,84.08,14.04,15.92,6.85,0,0.87,32.52,6.83
7580,25005651001,14000US25005651001,1097,2012-16,2578,209,1549,146,1549,146,1428,144,121,66,0,12,1029,163,60.09,2.89,100,9.43,92.19,3.3,7.81,4.2,0,0.77,39.91,5.43
7581,25005651002,14000US25005651002,1098,2012-16,2909,219,1887,178,1880,178,1712,175,168,63,7,11,1022,165,64.87,3.69,99.63,0.81,91.06,3.51,8.94,3.24,0.37,0.58,35.13,5.02
7582,25005651100,14000US25005651100,1099,2012-16,3141,300,1926,284,1926,284,1675,279,251,120,0,12,1215,262,61.32,6.89,100,14.75,86.97,6.74,13.03,5.93,0,0.62,38.68,7.48
7583,25005651200,14000US25005651200,1100,2012-16,1751,213,1159,202,1159,202,979,178,180,75,0,12,592,114,66.19,8.26,100,17.43,84.47,4.37,15.53,5.88,0,1.04,33.81,5.05
7584,25005651300,14000US25005651300,1101,2012-16,1671,202,785,144,785,144,619,116,166,72,0,12,886,143,46.98,6.48,100,18.34,78.85,3.02,21.15,8.31,0,1.53,53.02,5.67
7585,25005651400,14000US25005651400,1102,2012-16,2610,236,1659,211,1659,211,1496,233,163,79,0,12,951,214,63.56,5.69,100,12.72,90.17,8.11,9.83,4.6,0,0.72,36.44,7.51
7586,25005651500,14000US25005651500,1103,2012-16,2355,216,1485,138,1485,138,1298,131,187,84,0,12,870,186,63.06,0.94,100,9.29,87.41,3.44,12.59,5.53,0,0.81,36.94,7.13
7587,25005651600,14000US25005651600,1104,2012-16,3168,235,2222,187,2222,187,1932,186,290,114,0,12,946,170,70.14,2.79,100,8.42,86.95,4.07,13.05,5.01,0,0.54,29.86,4.89
7588,25005651700,14000US25005651700,1105,2012-16,1949,279,1032,285,1032,285,1014,284,18,24,0,12,917,164,52.95,12.5,100,27.62,98.26,4.59,1.74,2.28,0,1.16,47.05,5.04
7589,25005651800,14000US25005651800,1106,2012-16,1596,202,609,174,609,174,566,174,43,34,0,12,987,193,38.16,9.77,100,28.57,92.94,10.55,7.06,5.21,0,1.97,61.84,9.22
7590,25005651900,14000US25005651900,1107,2012-16,1399,164,814,149,814,149,639,119,175,68,0,12,585,103,58.18,8.18,100,18.3,78.5,2.69,21.5,7.37,0,1.47,41.82,5.49
7591,25005652000,14000US25005652000,1108,2012-16,2060,236,1309,209,1309,209,1203,188,106,81,0,12,751,177,63.54,7.07,100,15.97,91.9,20.53,8.1,6.05,0,0.92,36.46,7.51
7592,25005652100,14000US25005652100,1109,2012-16,2264,260,1434,244,1434,244,1302,207,132,85,0,12,830,179,63.34,7.95,100,17.02,90.79,21.14,9.21,5.72,0,0.84,36.66,6.69
7593,25005652200,14000US25005652200,1110,2012-16,2508,188,1629,185,1629,185,1516,173,113,74,0,12,879,117,64.95,5.54,100,11.36,93.06,1.04,6.94,4.47,0,0.74,35.05,3.85
7594,25005652300,14000US25005652300,1111,2012-16,2308,242,1407,237,1407,237,1271,211,136,79,0,12,901,182,60.96,8.04,100,16.84,90.33,21.36,9.67,5.37,0,0.85,39.04,6.74
7595,25005652400,14000US25005652400,1112,2012-16,2184,212,1318,175,1318,175,1013,140,305,144,0,12,866,136,60.35,5.47,100,13.28,76.86,2.95,23.14,10.48,0,0.91,39.65,4.9
7596,25005652500,14000US25005652500,1113,2012-16,2013,252,1164,227,1164,227,1039,223,125,70,0,12,849,146,57.82,8.65,100,19.5,89.26,8,10.74,5.64,0,1.03,42.18,4.97
7597,25005652600,14000US25005652600,1114,2012-16,1996,283,1198,226,1198,226,1038,197,160,84,0,12,798,213,60.02,7.47,100,18.86,86.64,1.8,13.36,6.54,0,1,39.98,9.04
7598,25005652700,14000US25005652700,1115,2012-16,2708,221,1416,223,1416,223,1260,231,156,99,0,12,1292,183,52.29,7.04,100,15.75,88.98,8.35,11.02,6.77,0,0.85,47.71,5.52
7599,25005652800,14000US25005652800,1116,2012-16,2590,200,1675,199,1675,199,1543,180,132,61,0,12,915,119,64.67,5.84,100,11.88,92.12,15.34,7.88,3.52,0,0.72,35.33,3.7
7600,25005653101,14000US25005653101,1117,2012-16,5367,314,3350,331,3350,331,2937,363,413,227,0,17,2017,221,62.42,4.97,100,9.88,87.67,6.51,12.33,6.67,0,0.51,37.58,3.48
7601,25005653102,14000US25005653102,1118,2012-16,5069,339,2784,246,2784,246,2522,232,262,87,0,17,2285,226,54.92,3.17,100,8.84,90.59,2.32,9.41,3.01,0,0.61,45.08,3.28
7602,25005653203,14000US25005653203,1119,2012-16,4373,343,2407,307,2407,307,2322,296,85,57,0,12,1966,273,55.04,5.54,100,12.75,96.47,17.4,3.53,2.32,0,0.5,44.96,5.15
7603,25005653204,14000US25005653204,1120,2012-16,2593,199,1825,186,1825,186,1751,179,74,34,0,12,768,125,70.38,4.72,100,10.19,95.95,0.76,4.05,1.82,0,0.66,29.62,4.25
7604,25005653301,14000US25005653301,1121,2012-16,4350,252,2378,265,2378,265,2193,254,185,78,0,17,1972,245,54.67,5.2,100,11.14,92.22,2.91,7.78,3.16,0,0.71,45.33,4.98
7605,25005653304,14000US25005653304,1122,2012-16,2789,207,1799,166,1799,166,1626,141,173,113,0,12,990,132,64.5,3.54,100,9.23,90.38,11.44,9.62,6.22,0,0.67,35.5,3.93
7606,25005654100,14000US25005654100,1123,2012-16,5844,251,4120,293,4120,293,3795,286,325,121,0,17,1724,225,70.5,4,100,7.11,92.11,2.3,7.89,2.88,0,0.41,29.5,3.64
7607,25005654200,14000US25005654200,1124,2012-16,2978,168,1887,181,1887,181,1785,177,102,56,0,12,1091,132,63.36,4.92,100,9.59,94.59,2.38,5.41,2.92,0,0.64,36.64,3.92
7608,25005655100,14000US25005655100,1125,2012-16,3517,232,2322,197,2322,197,2222,199,100,65,0,12,1195,159,66.02,3.52,100,8.48,95.69,2.75,4.31,2.78,0,0.52,33.98,3.93
7609,25005655200,14000US25005655200,1126,2012-16,3787,260,2305,241,2305,241,2247,245,58,48,0,12,1482,236,60.87,4.8,100,10.46,97.48,3.02,2.52,2.07,0,0.52,39.13,5.62
7610,25005655300,14000US25005655300,1127,2012-16,2813,241,1698,200,1693,201,1598,199,95,69,5,10,1115,199,60.36,4.88,99.71,1.49,94.39,3.55,5.61,4.02,0.29,0.59,39.64,6.21
7611,25005655400,14000US25005655400,1128,2012-16,3261,200,2173,181,2173,181,1990,196,183,100,0,12,1088,118,66.64,3.76,100,8.33,91.58,4.81,8.42,4.55,0,0.55,33.36,2.98
7612,25005985500,14000US25005985500,1129,2012-16,5550,294,3117,308,3117,308,2903,282,214,91,0,17,2433,269,56.16,4.68,100,9.88,93.13,12.91,6.87,2.84,0,0.55,43.84,4.25
7613,25005985600,14000US25005985600,1130,2012-16,4558,333,2826,216,2826,216,2670,218,156,57,0,17,1732,287,62,1.39,100,7.64,94.48,2.71,5.52,1.97,0,0.6,38,5.65
7614,25007200100,14000US25007200100,1132,2012-16,3449,216,2314,253,2314,253,2153,234,161,143,0,12,1135,242,67.09,6.01,100,10.93,93.04,14.34,6.96,6.13,0,0.52,32.91,6.71
7615,25007200200,14000US25007200200,1133,2012-16,3600,203,2379,316,2379,316,2345,334,34,44,0,12,1221,298,66.08,7.95,100,13.28,98.57,5.07,1.43,1.84,0,0.5,33.92,8.05
7616,25007200300,14000US25007200300,1134,2012-16,3773,175,2044,408,2044,408,1939,410,105,94,0,12,1729,458,54.17,10.52,100,19.96,94.86,6.62,5.14,4.48,0,0.59,45.83,11.95
7617,25007200400,14000US25007200400,1135,2012-16,3565,172,2328,188,2321,188,2231,191,90,61,7,9,1237,206,65.3,4.23,99.7,0.63,96.12,2.66,3.88,2.61,0.3,0.39,34.7,5.53
7618,25007990000,14000US25007990000,1136,2012-16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,,,,,,,,,,,
7619,25009201100,14000US25009201100,1137,2012-16,3001,94,1930,179,1930,179,1883,182,47,34,0,12,1071,197,64.31,5.61,100,9.27,97.56,2.65,2.44,1.75,0,0.62,35.69,6.47
7620,25009202101,14000US25009202101,1138,2012-16,1550,135,1105,123,1105,123,1046,121,59,27,0,12,445,76,71.29,4.94,100,11.13,94.66,2.98,5.34,2.37,0,1.09,28.71,4.22
7621,25009202102,14000US25009202102,1139,2012-16,4931,294,3196,293,3196,293,3068,296,128,79,0,17,1735,241,64.81,4.51,100,9.17,95.99,2.89,4.01,2.44,0,0.53,35.19,4.41
7622,25009202200,14000US25009202200,1140,2012-16,4793,225,3335,234,3335,234,3183,228,152,72,0,17,1458,191,69.58,3.63,100,7.02,95.44,1.38,4.56,2.14,0,0.51,30.42,3.72
7623,25009203100,14000US25009203100,1141,2012-16,5214,297,3517,327,3517,327,3364,308,153,77,0,17,1697,278,67.45,4.96,100,9.3,95.65,12.48,4.35,2.15,0,0.48,32.55,5
7624,25009203200,14000US25009203200,1142,2012-16,3895,179,2369,199,2369,199,2267,202,102,52,0,12,1526,150,60.82,4.28,100,8.4,95.69,2.84,4.31,2.17,0,0.51,39.18,3.4
7625,25009203301,14000US25009203301,1143,2012-16,3385,230,2131,207,2102,196,1929,193,173,74,29,46,1254,169,62.95,4.37,98.64,13.28,91.77,3.33,8.23,3.44,1.36,2.15,37.05,4.31
7626,25009203302,14000US25009203302,1144,2012-16,3619,221,2224,230,2206,228,2144,227,62,54,18,27,1395,209,61.45,5.13,99.19,14.5,97.19,2.23,2.81,2.43,0.81,1.21,38.55,5.27
7627,25009204101,14000US25009204101,1145,2012-16,4202,275,3041,242,3041,242,2827,239,214,95,0,12,1161,229,72.37,3.28,100,7.96,92.96,2.65,7.04,3.07,0,0.39,27.63,5.14
7628,25009204102,14000US25009204102,1146,2012-16,4466,293,2753,241,2749,240,2632,242,117,60,4,8,1713,236,61.64,3.57,99.85,12.35,95.74,2.76,4.26,2.15,0.15,0.29,38.36,4.65
7629,25009204200,14000US25009204200,1147,2012-16,4513,462,2843,422,2843,422,2609,433,234,107,0,17,1670,323,63,6.77,100,14.84,91.77,6.81,8.23,3.56,0,0.6,37,6.07
7630,25009204300,14000US25009204300,1148,2012-16,3315,251,2169,250,2169,250,2014,246,155,87,0,12,1146,227,65.43,5.69,100,11.53,92.85,3.75,7.15,3.93,0,0.55,34.57,6.33
7631,25009204400,14000US25009204400,1149,2012-16,2967,234,2165,222,2165,222,2083,224,82,58,0,12,802,163,72.97,4.78,100,10.25,96.21,3.12,3.79,2.65,0,0.55,27.03,5.06
7632,25009204500,14000US25009204500,1150,2012-16,2739,236,2001,218,1992,217,1946,207,46,38,9,15,738,125,73.06,4.87,99.55,15.34,97.69,14.87,2.31,1.89,0.45,0.75,26.94,3.93
7633,25009204600,14000US25009204600,1151,2012-16,4333,358,3408,390,3408,390,3135,381,273,286,0,17,925,222,78.65,6.23,100,11.44,91.99,3.76,8.01,8.34,0,0.5,21.35,4.81
7634,25009204701,14000US25009204701,1152,2012-16,4942,404,3102,348,3102,348,2725,336,377,214,0,17,1840,260,62.77,4.82,100,11.22,87.85,4.49,12.15,6.76,0,0.55,37.23,4.29
7635,25009204702,14000US25009204702,1153,2012-16,4547,354,3168,347,3168,347,3024,332,144,105,0,17,1379,246,69.67,5.37,100,10.95,95.45,0.71,4.55,3.28,0,0.54,30.33,4.87
7636,25009205100,14000US25009205100,1154,2012-16,3980,362,3125,387,3125,387,3023,390,102,71,0,12,855,195,78.52,6.6,100,12.38,96.74,3.5,3.26,2.24,0,0.38,21.48,4.49
7637,25009205200,14000US25009205200,1155,2012-16,4519,485,3240,437,3240,437,3054,433,186,87,0,17,1279,316,71.7,5.86,100,13.49,94.26,4.12,5.74,2.57,0,0.52,28.3,6.3
7638,25009205300,14000US25009205300,1156,2012-16,3378,189,2605,186,2605,186,2488,183,117,67,0,12,773,110,77.12,3.42,100,7.14,95.51,1.69,4.49,2.55,0,0.46,22.88,2.99
7639,25009205400,14000US25009205400,1157,2012-16,4060,196,2899,207,2893,208,2748,213,145,71,6,9,1161,177,71.4,3.76,99.79,0.84,94.99,2.75,5.01,2.43,0.21,0.31,28.6,4.14
7640,25009205500,14000US25009205500,1158,2012-16,3492,398,2262,282,2262,282,1983,266,279,122,0,12,1230,247,64.78,3.27,100,12.47,87.67,4.34,12.33,5.17,0,0.53,35.22,5.82
7641,25009205600,14000US25009205600,1159,2012-16,3076,196,1828,212,1828,212,1669,209,159,89,0,12,1248,189,59.43,5.76,100,11.6,91.3,4.31,8.7,4.76,0,0.66,40.57,5.57
7642,25009205700,14000US25009205700,1160,2012-16,3964,329,2845,268,2835,267,2770,273,65,46,10,16,1119,192,71.77,3.2,99.65,13.27,97.71,2.84,2.29,1.61,0.35,0.56,28.23,4.24
7643,25009205800,14000US25009205800,1161,2012-16,2610,236,1744,213,1744,213,1583,201,161,83,0,12,866,160,66.82,5.49,100,12.21,90.77,3.15,9.23,4.62,0,0.69,33.18,5.35
7644,25009205900,14000US25009205900,1162,2012-16,3373,288,2510,269,2510,269,2251,257,259,106,0,12,863,162,74.41,4.82,100,10.72,89.68,3.53,10.32,4.08,0,0.48,25.59,4.28
7645,25009206000,14000US25009206000,1163,2012-16,2565,324,1845,256,1845,256,1683,241,162,119,0,12,720,184,71.93,4.13,100,13.88,91.22,3.23,8.78,6.33,0,0.65,28.07,6.24
7646,25009206100,14000US25009206100,1164,2012-16,2923,248,1876,237,1868,238,1733,224,135,53,8,14,1047,149,64.18,6.01,99.57,1.65,92.77,2.02,7.23,2.68,0.43,0.74,35.82,4.09
7647,25009206200,14000US25009206200,1165,2012-16,3626,376,2449,305,2449,305,2120,335,329,147,0,17,1177,308,67.54,4.66,100,12.45,86.57,8.42,13.43,5.76,0,0.69,32.46,7.8
7648,25009206300,14000US25009206300,1166,2012-16,2987,310,2124,284,2124,284,1967,271,157,81,0,12,863,189,71.11,5.99,100,13.37,92.61,3.08,7.39,3.68,0,0.56,28.89,5.57
7649,25009206400,14000US25009206400,1167,2012-16,4281,304,2955,254,2943,251,2616,243,327,96,12,21,1326,195,69.03,3.34,99.59,12.06,88.89,3.27,11.11,3.12,0.41,0.71,30.97,3.99
7650,25009206500,14000US25009206500,1168,2012-16,2185,259,1644,256,1644,256,1478,245,166,79,0,12,541,133,75.24,7.6,100,15.57,89.9,5.11,10.1,4.54,0,0.73,24.76,5.33
7651,25009206600,14000US25009206600,1169,2012-16,3345,283,2252,289,2252,289,2066,288,186,78,0,12,1093,150,67.32,6.5,100,12.83,91.74,4.99,8.26,3.3,0,0.53,32.68,3.53
7652,25009206700,14000US25009206700,1170,2012-16,3608,355,2289,336,2289,336,2073,341,216,121,0,12,1319,219,63.44,6.91,100,14.68,90.56,6.72,9.44,5.1,0,0.52,36.56,4.89
7653,25009206800,14000US25009206800,1171,2012-16,2849,307,1570,262,1570,262,1466,256,104,49,0,12,1279,236,55.11,7.02,100,16.69,93.38,4.8,6.62,2.92,0,0.76,44.89,6.72
7654,25009206900,14000US25009206900,1172,2012-16,3357,358,2081,361,2081,361,1868,364,213,121,0,12,1276,198,61.99,8.48,100,17.35,89.76,7.97,10.24,5.54,0,0.58,38.01,4.28
7655,25009207000,14000US25009207000,1173,2012-16,1836,212,901,181,901,181,857,183,44,41,0,12,935,256,49.07,8.07,100,20.09,95.12,6.89,4.88,4.44,0,1.33,50.93,12.64
7656,25009207100,14000US25009207100,1174,2012-16,2612,199,1806,216,1806,216,1634,211,172,58,0,12,806,133,69.14,6.37,100,11.96,90.48,4.4,9.52,3,0,0.66,30.86,4.52
7657,25009207200,14000US25009207200,1175,2012-16,2126,237,1337,246,1337,246,1251,252,86,65,0,12,789,139,62.89,9.21,100,18.4,93.57,7.67,6.43,4.72,0,0.9,37.11,5.06
7658,25009208101,14000US25009208101,1176,2012-16,4203,289,2948,293,2938,291,2813,282,125,76,10,15,1255,139,70.14,5.03,99.66,13.98,95.75,1.48,4.25,2.55,0.34,0.51,29.86,2.59
7659,25009208102,14000US25009208102,1177,2012-16,2986,275,1955,178,1955,178,1783,163,172,75,0,12,1031,203,65.47,8.48,100,9.1,91.2,0.75,8.8,3.75,0,0.61,34.53,6.01
7660,25009208200,14000US25009208200,1178,2012-16,4519,314,3150,359,3150,359,3051,362,99,63,0,17,1369,210,69.71,6.3,100,11.4,96.86,3.2,3.14,1.97,0,0.54,30.29,4.14
7661,25009208300,14000US25009208300,1179,2012-16,6347,320,4346,400,4346,400,3692,389,654,235,0,17,2001,315,68.47,5.27,100,9.2,84.95,4.36,15.05,5.23,0,0.39,31.53,4.7
7662,25009208400,14000US25009208400,1180,2012-16,5315,250,3612,258,3612,258,3404,274,208,128,0,17,1703,245,67.96,3.65,100,7.14,94.24,3.5,5.76,3.52,0,0.47,32.04,4.36
7663,25009209100,14000US25009209100,1181,2012-16,5514,258,3839,247,3839,247,3601,267,238,100,0,17,1675,221,69.62,3.07,100,6.43,93.8,3.46,6.2,2.57,0,0.44,30.38,3.75
7664,25009209200,14000US25009209200,1182,2012-16,4505,205,3152,158,3152,158,2915,161,237,79,0,17,1353,187,69.97,1.47,100,5.01,92.48,2.14,7.52,2.48,0,0.54,30.03,3.92
